Question,Answer
Minha conta foi encerrada sem minha autorizacao,A Conta Corrente nao movimentada pelo correntista no periodo de 180 cento e oitenta dias corridos sera considerada inativa e sera dado inicio ao processo de encerramento conforme disposto nas Clausulas Gerais do Contrato de Conta Corrente No encerramento da conta o BB expedira aviso ao correntista informandolhe a data do efetivo encerramento da conta podendo o aviso ser efetuado por meio eletronicoRessaltamos que para a solicitacao de reabertura da conta fazse necessario o comparecimento na agencia de posse dos documentos originais obrigatorios para que seja analisado o pedidoSe a conta receber credito dentro do processo de encerramento o cliente devera aguardar um dia util e tentar efetuar o saque ou qualquer outra movimentacao pelos canais de autoatendimento caixa eletronico BB internet ou celular cadastrado Caso nao exista nenhum impedimento sua conta sera desbloqueada automaticamente
Como encerrar uma conta corrente,A solicitacao pode ser feita em qualquer agencia do BB mediante apresentacao de documento de identidade Se a conta for conjunta a formalizacao e a assinatura deverao ser feitas por todos os integrantes da conta corrente se nao solidarios e um deles se solidariosPara que seja possivel o encerramento Devolva o cartao e talao de cheques  Regularize o saldo devedor ou credor se for o caso O encerramento ocorre somente quando o saldo final da conta for igual a zero e todos os debitos estiverem liquidados Se tiver uma conta poupanca ou cartao vinculada a conta corrente e decidir mantela ativa deve ser solicitado novo cartao magnetico para movimentacao da conta poupanca Inutilize o cartao antigo tao logo receba o novo cartao solicitadoNos casos de contas abertas pelo celular Conta Facil tambem e possivel o encerramento pelo celular desde que esteja com saldo zerado e nao possui nenhum produto vinculado a conta que iniba seu encerramento
Deposito identificado ou Codigo identificador  O que e e como fazer,Algumas contas permitem apenas depositos identificados Servico que permite ao fornecedor de bens ou servicos receber valores de suas vendas mediante identificacao do depositante Neste caso o credor deve informar ao devedor o codigo a ser utilizado no momento do deposito ou transferencia Admite acolhimento de deposito no guiche de caixa e por envelope nos terminais de autoatendimento Admite transferencia identificada na Internet no Gerenciador Financeiro e no terminal de autoatendimento Nao e possivel fazer transferencia para contas que so aceitam depositos identificados pelo Mobile aplicativo BB
Como obter extratos de conta corrente de periodos anteriores,Na internet celular e Terminais de Autoatendimento voce pode obter os extratos de sua conta corrente dos ultimos 5 anos diretamente no Menu Conta corrente gt Extrato de Conta correntegtMes anterior Extratos de periodos anteriores aos ultimos 05 anos podem ser solicitados em qualquer agencia BB mediante pagamento de tarifa
O que acontece se deixar de movimentar minha conta corrente,Com 90 dias de nao movimentacao da conta corrente sera enviada correspondencia comunicando a situacao da conta porem a conta nao esta encerradaCom 180 dias de nao movimentacao da conta corrente ela sera considerada inativa A incidencia de debitos de tarifas juros e IOF serao suspensas Apos esse periodo a conta corrente e inserida no processo de encerramento automatico sendo encerrada 30 dias depois desde que nao possua saldo debitos ou produtos nela vinculadanbspA condicao de conta inativa pode ser alterada De forma automatica se houver movimentacao espontanea credito na conta e sera desbloqueada um dia util apos a efetivacao do credito De forma manual no caso de necessidade de movimentacao da conta pelo cliente nas agencias BB
Verifiquei em meu extrato debitos que desconheco saques transferencias pagamentos de contas diversas O que fazer,Contate imediatamente a Central de Atendimento BB nos fones 40040001 ou 08007290001 atendimento 24h7dias por semana para orientacoes sobre bloqueio de cartao troca de senhas e providencias de contestacoes dos lancamentos
CONTA FACIL  01 O que e Conta Facil e como abrir,E uma conta de pagamento prepaga para PF sem limite de credito e sem uso de cheques e com controle de movimentacao de ate R 500000 mensalPara abrir a conta facil e necessario Possuir linha de celular Ser maior de 18 anos Ser brasileiro com domicilio fiscal no Brasil Nao ser detentor de conta corrente conta salario ou poupanca ativa no BBnbspA Conta Facil pode ser aberta no Celular APP do BB  IOS e Android na opcao Abrir nova contaMais informacoes acessehttpswwwbbcombrpbbpaginainicialvoceprodutoseservicoscontascontafacil
CONTA FACIL  02 Estou tentando abrir uma Conta Facil e apresenta um erro Como proceder,Verifique se voce atende as regras da Conta Facil dentre elas ser maior de 18 anos nao possuir conta corrente conta poupanca ou conta salario ativa no BB1 Se o erro for OpaA abertura da conta esta disponivel para maiores de 18 anos nao correntistas BB CPF regular na Receita Federal voce deve atentar Menores de 18 anos nao poderao abrir Conta Facil Se o CPF foi preenchido corretamente Consulte a situacao cadastral do seu CPF na Receita Federal pelo site httpcpfreceitafazendagovbrsituacaodefaultasp Menores de 18 anos nao poderao abrir Conta Facil Clientes com conta corrente poupanca ou conta salario ativa mesmo que seja o 2 titular nao poderao abrir Conta Facil Se voce ja teve alguma conta ativa no BB certifique se a mesma foi encerrada E comum os clientes nao encerrarem conta poupanca impedindo a abertura da Conta Facil pelo celularnbsp2 Se o erro for nos dados cadastrais verifique se O nome informado esta completo sem abreviacoes e de acordo com o nome cadastrado junto a Receita Federal A data de nascimento esta correta O nome da mae informado esta correto e de acordo com o nome cadastrado junto a Receita Federalnbsp3 Se o erro for OpaCelular diferente do cadastrado para este cliente pode estar relacionado a uma das seguintes situacoes APP BB desinstalado e instalado novamente durante o processo de abertura da Conta Facil Troca do aparelho celular durante o processo de abertura da conta Numero do celular informado para recebimento da confirmacao via SMS e diferente do numero de celular informando no inicio do processo de abertura de contaNesse caso a conclusao do processo de abertura da Conta Facil dependera da autorizacao do equipamento Para tal voce devera procurar uma agencia BB de sua escolha munido de documento original de identificacao RG ou CNHnbsp4 Se o erro for no Celular informado Verifique se o numero do DDD e telefone celular foi informado corretamente
CONTA FACIL  03 Posso receber deposito salario fazer pagamentos de titulos na Conta Facil, Mecanismonbsp utilizadonbsp paranbsp limitarnbsp anbsp movimentacao a credito emnbsp conformidadenbsp comnbsp regulamentacao do Banco Central do Brasil Funciona da seguinte forma A soma dos creditos recebidos no mes ou o saldo da conta nao pode ultrapassar esse limite R 50000 ou R 500000 em nenhum momento Caso contrario a conta ficara bloqueadanbsp1 Controle de movimentacao de R 500mes estabelecido para contas nao validadas ou seja quando a selfie ou documento de identificacao nao foram encaminhadas pelo cliente ou nao foram validadas pelo BBPara aumentar o limite de movimentacao da conta para R 5000mes siga os seguintes passos Acesse sua conta no aplicativo do BB pelo celular Clique no local onde fica a foto ao lado do seu nome e dados de agencia e conta Clique no item identificacao Envie a selfie e o documento de identificacaonbsp2 Controle de movimentacao de R 5000mes estabelecido para contas validadas pelo BBO prazo para validacao dos dados e alteracao do limite e de ate 3 dias uteis
CONTA FACIL  04 Minha Conta Facil foi bloqueada por exceder o controle de movimentacao O que fazer,1 Controle de movimentacao de R 500mes Provavelmente voce nao nos enviou sua selfie e documento de identificacao ou foram enviadas mas nao validadas pelo BB Para liberar sua conta e aumentar o controle de movimentacao para R5000mes siga os seguintes passosnbsp Acesse sua conta pelo aplicativo do BB no celular Clique no local onde fica a foto ao lado do seu nome e dados de agencia e conta Clique no item identificacao Envie a selfie e o documento de identificacaoO prazo para validacao dos dados e alteracao do limite e de ate 3 dias uteisnbspnbsp2 Controle de movimentacao de R 5000mes Para desbloquear sua conta voce poderanbspa Realizar Upgrade para contacorrente Acesse sua conta pelo aplicativo do BB no celular Clique no Menu Upgrade de Conta Siga todos passos para movimentar sua conta livremente alem de ter acesso a mais produtos e servicos do BB como cartao de credito emprestimos investimentos dentre outros O prazo para validacao dos dados e alteracao do limite e de ate 3 dias uteisnbspb Encerrar a Conta Facil Acesse sua conta pelo aplicativo do BB no celular Clique no Menu Conta e em seguida escolha a opcao Encerramento de conta A conta deve estar com saldo zeroCaso possua saldo em conta procure uma agencia BB munido de documento de identificacao oficial RG ou CNH para retirada do bloqueio saque do valor total e encerramento da conta
O que e IOF,O IOF Imposto sobre Operacoes Financeiras e um imposto federal que incide sobre Operacoes de CreditoLimites de cheque especial CDC etc de Cambio de Seguro e Operacoes relativas a titulos ou valores mobiliarios
Porque esta cobrando Juros e encargos na minha conta corrente,Sao juros apurados por dias corridos com base na taxa proporcional diaria e cobrados pela utilizacao do limite de cheque especialO debito ocorre no primeiro dia util do mes seguinte ao da utilizacao do limite de credito ou na data escolhida pelo cliente dia util subsequente
O que e Lancamentos Futuros a debito da conta corrente,Sao pagamentos agendados de forma automatica ou manual referente a produtos contratados pagamentos de titulos ou boletos transferencias agendadas dentre outrosNo caso de pagamentos de boletos ou titulos pagos manualmente podem ser cancelados antes do debito definitivo nos canais de autoatendimento Terminal de autoatendimento BB internet ou celular na opcao PagamentosgtCancela agendamento Para lancamentos referentes a debito automatico energia agua gas telefone etc voce pode suspender o debito de forma definitiva ou apenas o lancamento antes do debito definitivo pelos canais de autoatendimento BB Terminal de autoatendimento BB internet ou celular na opcao PagamentogtDebito automaticogtDebitos agendados cancela o lancamento ou Cancelamento de autorizacao cancela autorizacao para lancamentos futurosPodem ser lancamentos de produtos e servicos contratados tais como CDC Cartao de credito com debito automatico seguros etc
